部件工作时长,累积量参数1,累积量参数2,转速信号1,转速信号2,压力信号1,压力信号2,温度信号,流量信号,电流信号,开关1信号,开关2信号,告警信号1,设备类型
0.0,220.0,71.5,7489.63,18324.43,74.25,373.25,50.3,133.34,2015.12,0.0,0.0,0.0,S26a
0.0,231.0,84.5,9821.88,21521.65,72.82,374.32,50.3,81.92,1788.97,0.0,0.0,0.0,S26a
0.0,231.0,84.5,9817.09,21519.36,74.44,373.48,50.3,79.3,1788.89,0.0,0.0,0.0,S26a
0.0,231.0,84.5,10387.58,23677.5,230.52,383.07,50.3,75.8,1788.98,0.0,0.0,0.0,S26a
0.0,231.0,84.5,10557.73,23856.72,140.01,264.19,50.3,75.96,1788.92,0.0,0.0,0.0,S26a
0.0,231.0,84.5,10388.49,23665.09,238.06,386.29,50.3,77.51,1788.81,0.0,0.0,0.0,S26a
1.2499999999988631,247.5,104.0,10265.28,23391.87,238.93,338.58,47.7,30.79,1112.9,1.0,0.0,0.0,S26a
1.2499999999988631,247.5,104.0,10541.46,24005.3,257.02,384.32,47.7,37.07,1113.07,1.0,0.0,0.0,S26a
1.2499999999988631,247.5,104.0,5181.84,11738.7,74.63,372.53,47.7,31.67,1112.94,1.0,0.0,0.0,S26a
1.2499999999988631,247.5,104.0,5204.35,11849.1,70.41,374.59,47.7,31.02,1113.14,1.0,0.0,0.0,S26a
4.249999999998977,291.5,156.0,5204.32,11846.68,72.47,374.01,50.1,37.07,651.22,0.0,0.0,0.0,S26a
4.249999999998977,291.5,156.0,5220.19,11870.63,86.39,373.35,50.1,33.62,651.14,0.0,0.0,0.0,S26a
27.249999999997954,495.0,396.5,5202.59,11845.41,64.72,373.42,51.8,36.7,582.82,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5197.65,11820.16,76.03,278.66,55.2,134.62,973.65,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5197.41,11824.83,75.87,280.07,55.2,137.2,973.64,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5197.68,11823.09,75.29,279.04,55.2,134.31,973.67,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5194.65,11822.91,76.42,278.66,55.2,135.45,973.61,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5196.22,11822.0,76.85,279.58,55.2,137.22,973.59,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5195.52,11822.3,74.99,280.04,55.2,135.15,973.64,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5192.55,11823.65,75.73,280.57,55.2,135.76,973.46,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5195.25,11822.01,77.34,278.92,55.2,137.26,973.47,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5192.38,11824.65,76.88,280.42,55.2,131.44,973.46,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,5205.07,11848.94,76.42,373.14,55.2,133.48,973.68,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,10178.35,24112.18,74.18,388.58,55.2,134.17,973.52,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,10178.38,24109.43,74.24,387.74,55.2,137.58,973.58,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,11731.17,26737.55,133.68,327.05,55.2,136.37,973.49,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,11728.51,26738.39,133.44,327.52,55.2,137.73,973.53,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,11841.26,26931.12,131.09,380.35,55.2,137.26,973.61,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,11845.47,26932.06,130.9,379.56,55.2,135.73,973.63,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,11841.76,26931.37,129.36,381.33,55.2,136.36,973.51,0.0,0.0,0.0,S26a
47.99999999999898,957.0,741.0,11843.72,26929.37,129.34,380.05,55.2,134.23,973.47,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5226.52,11849.6,77.17,252.92,33.8,138.38,973.52,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5226.74,11847.99,77.65,251.66,33.8,131.97,973.67,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5224.87,11847.15,78.06,252.29,33.8,132.19,973.62,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5229.81,11845.64,75.69,251.15,33.8,132.91,973.41,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5228.17,11847.58,78.3,251.02,33.8,133.28,973.68,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5225.99,11846.76,77.92,250.9,33.8,135.38,973.6,0.0,0.0,0.0,S26a
48.49999999999852,979.0,754.0,5201.77,11845.9,77.89,377.02,33.8,136.45,973.59,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5193.18,11820.46,77.42,264.57,33.6,132.28,973.57,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5195.33,11824.43,76.2,264.69,33.6,137.95,973.57,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5197.55,11824.79,76.59,266.41,33.6,138.21,973.5,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5194.6,11822.25,76.29,265.92,33.6,133.02,973.63,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5197.15,11824.0,76.39,266.11,33.6,133.22,973.47,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5192.15,11821.84,77.28,266.32,33.6,137.17,973.4,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5195.64,11822.74,75.49,266.21,33.6,133.58,973.56,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,9731.35,22140.29,75.03,375.26,33.6,138.35,973.65,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,9643.57,21964.66,74.87,375.42,33.6,138.22,973.65,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,9690.19,22082.23,76.1,376.45,33.6,137.9,973.44,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,9688.29,22082.21,76.47,375.05,33.6,133.76,973.44,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,9691.42,22080.86,77.92,375.62,33.6,133.69,973.52,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5206.23,11849.52,75.55,377.0,33.6,137.27,973.46,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,5205.5,11859.22,75.4,373.63,33.6,133.76,973.41,0.0,0.0,0.0,S26a
48.49999999999852,1061.5,754.0,9764.42,22238.99,76.96,372.91,33.6,133.45,973.59,0.0,0.0,0.0,S26a
48.49999999999852,1078.0,773.5,9748.29,22215.4,75.82,374.77,39.7,136.56,2015.27,0.0,0.0,0.0,S26a
48.49999999999852,1078.0,773.5,9749.05,22217.35,75.96,372.68,39.7,132.33,2015.07,0.0,0.0,0.0,S26a
48.49999999999852,1078.0,773.5,5186.72,11820.38,77.93,372.66,39.7,131.95,2015.08,0.0,0.0,0.0,S26a
48.49999999999852,1078.0,773.5,5187.29,11824.15,76.0,374.32,39.7,138.03,2015.24,0.0,0.0,0.0,S26a
48.49999999999852,1078.0,773.5,12233.73,27890.04,76.69,371.96,39.7,133.77,2015.2,0.0,0.0,0.0,S26a
48.49999999999852,1078.0,773.5,12241.78,27890.49,75.84,374.78,39.7,135.24,2015.07,0.0,0.0,0.0,S26a
48.49999999999852,1089.0,786.5,12241.81,27900.54,76.07,374.53,43.5,112.71,2015.01,0.0,0.0,0.0,S26a
48.49999999999852,1089.0,786.5,12242.15,27876.69,75.96,369.85,43.5,111.07,2015.07,0.0,0.0,0.0,S26a
48.49999999999852,1089.0,786.5,12220.98,27804.55,75.09,370.81,43.5,114.31,2015.16,0.0,0.0,0.0,S26a
48.49999999999852,1089.0,786.5,12458.28,28289.6,94.75,355.5,43.5,112.96,2015.23,0.0,0.0,0.0,S26a
48.49999999999852,1111.0,812.5,12392.09,28226.8,108.32,391.04,46.1,131.09,2015.07,0.0,0.0,0.0,S26a
48.49999999999852,1111.0,812.5,12029.32,27437.1,163.18,389.19,46.1,135.98,2015.17,0.0,0.0,0.0,S26a
48.49999999999852,1111.0,812.5,10547.55,23784.26,167.95,350.0,46.1,135.59,2015.02,0.0,0.0,0.0,S26a
48.49999999999852,1111.0,812.5,5731.32,12470.85,82.99,374.84,46.1,135.94,2015.27,0.0,0.0,0.0,S26a
48.749999999998295,1122.0,825.5,9713.53,21698.66,145.55,371.36,45.8,49.95,598.4,0.0,0.0,0.0,S26a
48.749999999998295,1122.0,825.5,9684.85,22085.53,121.86,374.04,45.8,48.25,598.56,0.0,0.0,0.0,S26a
48.749999999998295,1122.0,825.5,9712.14,22156.36,75.81,373.09,45.8,49.88,598.59,0.0,0.0,0.0,S26a
48.749999999998295,1122.0,825.5,8716.58,18795.35,75.21,374.45,45.8,49.22,598.35,0.0,0.0,0.0,S26a
49.49999999999761,1138.5,845.0,9763.84,22227.47,201.79,381.72,45.7,47.86,1323.79,1.0,0.0,0.0,S26a
49.49999999999761,1138.5,845.0,9766.26,22227.05,201.32,380.51,45.7,47.66,1323.89,1.0,0.0,0.0,S26a
49.49999999999761,1138.5,845.0,9698.47,22093.51,75.74,373.12,45.7,44.61,1323.72,1.0,0.0,0.0,S26a
49.49999999999761,1138.5,845.0,9945.75,22656.2,76.2,373.05,45.7,49.82,1323.98,1.0,0.0,0.0,S26a
49.49999999999761,1138.5,845.0,10306.82,22287.83,83.56,372.33,45.7,45.11,1323.71,1.0,0.0,0.0,S26a
49.749999999997385,1149.5,858.0,9556.72,21773.12,217.08,371.4,45.7,47.8,1370.35,1.0,0.0,0.0,S26a
49.749999999997385,1149.5,858.0,9752.12,22213.58,80.45,373.79,45.7,51.82,1370.43,1.0,0.0,0.0,S26a
49.749999999997385,1149.5,858.0,9163.38,20881.15,223.55,364.75,45.7,52.77,1370.25,1.0,0.0,0.0,S26a
49.749999999997385,1149.5,858.0,9490.41,21615.41,145.08,372.78,45.7,52.4,1370.46,1.0,0.0,0.0,S26a
49.749999999997385,1160.5,871.0,9473.37,21581.35,102.94,374.77,46.3,55.46,589.23,0.0,0.0,0.0,S26a
49.749999999997385,1160.5,871.0,9713.48,22094.6,102.12,376.69,46.3,57.59,589.09,0.0,0.0,0.0,S26a
49.749999999997385,1160.5,871.0,8532.29,19348.38,208.81,369.54,46.3,57.74,589.01,0.0,0.0,0.0,S26a
49.749999999997385,1160.5,871.0,9025.41,21600.47,78.12,380.83,46.3,55.26,589.01,0.0,0.0,0.0,S26a
50.24999999999977,1177.0,890.5,5075.25,11741.72,62.82,377.3,46.7,48.36,552.0,0.0,0.0,0.0,S26a
50.24999999999977,1177.0,890.5,9936.66,22645.92,212.56,374.68,46.7,47.25,551.91,0.0,0.0,0.0,S26a
50.24999999999977,1177.0,890.5,9625.37,21925.45,215.63,349.52,46.7,43.17,551.98,0.0,0.0,0.0,S26a
50.24999999999977,1177.0,890.5,9810.78,22344.89,75.27,374.83,46.7,48.26,551.97,0.0,0.0,0.0,S26a
50.499999999999545,1182.5,897.0,9802.94,22297.25,72.77,374.66,46.8,45.67,614.09,0.0,0.0,0.0,S26a
50.499999999999545,1182.5,897.0,9566.14,21771.63,118.75,374.64,46.8,48.41,613.89,0.0,0.0,0.0,S26a
50.499999999999545,1182.5,897.0,10564.38,24108.65,212.42,382.15,46.8,50.55,614.05,0.0,0.0,0.0,S26a
50.499999999999545,1182.5,897.0,9689.07,22085.29,137.21,373.09,46.8,50.98,613.97,0.0,0.0,0.0,S26a
50.99999999999909,1199.0,916.5,9696.39,22084.63,138.89,373.63,47.6,28.89,607.71,0.0,0.0,0.0,S26a
50.99999999999909,1199.0,916.5,10413.18,23727.59,199.31,382.67,47.6,31.88,607.78,0.0,0.0,0.0,S26a
50.99999999999909,1199.0,916.5,9393.09,21400.47,73.56,372.87,47.6,34.42,607.81,0.0,0.0,0.0,S26a
50.99999999999909,1199.0,916.5,9677.72,22048.58,74.75,373.63,47.6,29.59,607.87,0.0,0.0,0.0,S26a
51.499999999998636,1210.0,929.5,9685.44,22057.81,75.19,372.75,47.8,49.1,1370.47,0.0,0.0,0.0,S26a
51.499999999998636,1210.0,929.5,7712.69,17571.73,75.22,372.49,47.8,51.16,1370.44,0.0,0.0,0.0,S26a
51.499999999998636,1210.0,929.5,9253.19,21147.1,223.27,385.41,47.8,48.5,1370.33,0.0,0.0,0.0,S26a
51.499999999998636,1210.0,929.5,10236.0,23258.44,221.68,383.99,47.8,50.94,1370.26,0.0,0.0,0.0,S26a
52.249999999997954,1221.0,942.5,5202.57,11859.12,76.2,380.21,48.6,60.35,1460.31,0.0,0.0,0.0,S26a
52.249999999997954,1221.0,942.5,12395.62,28213.96,75.7,368.7,48.6,54.24,1460.27,0.0,0.0,0.0,S26a
52.249999999997954,1221.0,942.5,12357.06,28212.33,75.72,372.72,48.6,55.41,1460.19,0.0,0.0,0.0,S26a
52.249999999997954,1221.0,942.5,5203.77,11836.57,73.88,373.45,48.6,58.72,1460.28,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5204.01,11844.85,77.14,374.25,51.4,59.19,573.55,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5204.72,11848.0,77.05,372.23,51.4,60.39,573.64,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5203.08,11844.38,73.59,370.49,51.4,60.49,573.54,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5204.77,11835.63,74.06,371.15,51.4,58.55,573.58,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5202.39,11845.94,75.37,371.45,55.7,53.97,585.91,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5204.22,11861.47,74.78,372.76,55.7,53.74,585.97,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,5203.54,11845.29,76.54,373.0,55.7,58.47,586.03,0.0,0.0,0.0,S26a
52.249999999997954,1237.5,962.0,12293.97,28036.68,76.74,370.34,55.7,58.35,586.03,0.0,0.0,0.0,S26a
52.249999999997954,1248.5,975.0,12373.94,28190.86,77.19,374.02,51.8,55.45,567.56,0.0,0.0,0.0,S26a
52.249999999997954,1248.5,975.0,5208.97,11846.92,74.58,370.39,51.8,53.68,567.38,0.0,0.0,0.0,S26a
52.249999999997954,1248.5,975.0,5203.07,11849.62,74.24,374.72,51.8,56.27,567.37,0.0,0.0,0.0,S26a
52.249999999997954,1248.5,975.0,5205.45,11844.16,75.92,372.47,51.8,58.54,567.51,0.0,0.0,0.0,S26a
52.249999999997954,1254.0,981.5,5205.4,11845.32,76.26,371.24,57.5,58.44,604.51,0.0,0.0,0.0,S26a
52.249999999997954,1254.0,981.5,5204.26,11847.02,73.81,373.18,57.5,55.98,604.69,0.0,0.0,0.0,S26a
52.249999999997954,1254.0,981.5,5203.82,11847.3,75.02,370.66,57.5,57.69,604.52,0.0,0.0,0.0,S26a
52.249999999997954,1254.0,981.5,5205.13,11848.12,74.27,371.43,57.5,55.34,604.64,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5201.41,11844.72,74.46,370.87,58.5,60.11,610.91,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5202.39,11845.43,75.25,371.81,58.5,53.76,610.82,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5201.29,11835.86,75.56,371.15,58.5,54.87,610.76,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5206.22,11848.04,74.57,373.8,58.5,56.69,610.79,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5206.24,11834.26,75.49,372.16,58.5,54.91,610.8,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5211.9,11856.05,76.27,372.87,58.7,56.39,620.09,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5203.43,11845.14,75.3,372.95,58.7,56.72,620.18,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5212.84,11859.77,74.37,372.6,58.7,53.59,620.24,0.0,0.0,0.0,S26a
52.249999999997954,1259.5,988.0,5197.38,11849.25,73.59,372.95,58.7,59.5,620.25,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5202.76,11848.19,74.82,372.77,58.7,58.46,629.35,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5203.23,11836.74,75.3,373.67,58.7,55.55,629.53,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5201.78,11845.61,75.1,372.91,58.7,55.05,629.48,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5204.8,11847.54,74.39,374.04,58.7,58.55,629.56,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5195.27,11833.54,74.74,374.26,58.5,54.05,635.74,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5205.32,11834.39,74.38,374.08,58.5,58.79,635.76,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5205.77,11844.01,74.51,374.08,58.5,59.51,635.68,0.0,0.0,0.0,S26a
52.249999999997954,1265.0,994.5,5204.44,11848.72,74.72,372.86,58.5,57.31,635.72,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5194.53,11845.53,76.55,372.87,58.3,58.94,641.84,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5205.56,11849.44,74.43,372.75,58.3,53.65,641.78,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5200.69,11849.61,75.03,373.45,58.3,54.0,641.96,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5202.05,11861.41,74.66,373.42,58.3,59.57,641.97,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5201.1,11848.82,75.78,373.3,58.2,55.34,647.98,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5204.04,11844.47,75.71,374.84,58.2,57.97,648.02,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5209.09,11857.68,76.18,373.26,58.2,55.67,648.12,0.0,0.0,0.0,S26a
52.249999999997954,1270.5,1001.0,5541.81,12109.69,76.35,374.63,58.2,59.21,647.95,0.0,0.0,0.0,S26a
52.249999999997954,1276.0,1007.5,10170.66,23597.49,220.53,296.24,57.9,54.23,1460.27,1.0,0.0,0.0,S26a
52.249999999997954,1276.0,1007.5,10169.11,23597.12,218.82,295.9,57.9,54.44,1460.26,1.0,0.0,0.0,S26a
52.249999999997954,1276.0,1007.5,9995.17,22769.34,120.03,374.4,57.9,54.16,1460.35,1.0,0.0,0.0,S26a
52.249999999997954,1276.0,1007.5,9026.93,20583.33,222.64,383.46,57.9,56.12,1460.4,1.0,0.0,0.0,S26a
52.249999999997954,1276.0,1007.5,9746.83,22155.64,227.46,371.49,57.9,58.38,1460.24,1.0,0.0,0.0,S26a
52.499999999997726,1292.5,1027.0,9632.78,21951.04,72.84,377.05,49.7,59.98,1503.53,0.0,0.0,0.0,S26a
52.499999999997726,1292.5,1027.0,9715.43,22143.63,71.92,373.48,49.7,59.08,1503.55,0.0,0.0,0.0,S26a
52.499999999997726,1292.5,1027.0,9708.05,22093.51,74.94,372.28,49.7,58.67,1503.67,0.0,0.0,0.0,S26a
52.499999999997726,1292.5,1027.0,10673.21,24060.95,227.54,378.15,49.7,58.6,1503.65,0.0,0.0,0.0,S26a
53.249999999999886,1303.5,1040.0,7235.27,17617.04,61.19,373.69,49.5,62.76,1534.57,0.0,0.0,0.0,S26a
53.249999999999886,1303.5,1040.0,9632.12,21986.76,75.5,373.57,49.5,59.01,1534.61,0.0,0.0,0.0,S26a
53.249999999999886,1303.5,1040.0,10707.22,24437.61,219.9,374.09,49.5,62.61,1534.74,0.0,0.0,0.0,S26a
53.249999999999886,1303.5,1040.0,9558.18,21768.41,73.91,374.24,49.5,65.36,1534.53,0.0,0.0,0.0,S26a
53.74999999999943,1320.0,1059.5,9556.52,21773.08,74.52,371.31,49.7,62.12,1534.53,0.0,0.0,0.0,S26a
53.74999999999943,1320.0,1059.5,9619.45,21962.09,74.62,374.52,49.7,59.15,1534.8,0.0,0.0,0.0,S26a
53.74999999999943,1320.0,1059.5,9162.79,20892.4,69.89,372.81,49.7,65.34,1534.54,0.0,0.0,0.0,S26a
53.74999999999943,1320.0,1059.5,9613.31,21784.49,213.03,383.75,49.7,58.91,1534.66,0.0,0.0,0.0,S26a
54.24999999999898,1331.0,1072.5,8444.7,19406.38,73.32,382.58,50.8,51.75,1398.39,0.0,0.0,0.0,S26a
54.24999999999898,1331.0,1072.5,9345.75,22106.93,70.47,370.86,50.8,55.03,1398.18,0.0,0.0,0.0,S26a
54.24999999999898,1331.0,1072.5,9658.06,22034.14,74.78,372.68,50.8,53.29,1398.38,0.0,0.0,0.0,S26a
54.24999999999898,1331.0,1072.5,9804.22,22589.36,71.63,373.92,50.8,54.23,1398.36,0.0,0.0,0.0,S26a
54.49999999999875,1347.5,1092.0,9996.39,22766.39,74.21,373.5,50.6,63.08,1565.57,0.0,0.0,0.0,S26a
54.49999999999875,1347.5,1092.0,8667.13,19766.13,74.62,370.44,50.6,63.82,1565.77,0.0,0.0,0.0,S26a
54.49999999999875,1347.5,1092.0,8898.82,20201.55,204.15,379.81,50.6,62.4,1565.75,0.0,0.0,0.0,S26a
54.49999999999875,1347.5,1092.0,10200.4,23364.74,220.87,310.53,50.6,60.15,1565.72,0.0,0.0,0.0,S26a
54.999999999998295,1358.5,1105.0,10460.67,23750.52,217.46,371.92,51.1,49.55,1339.23,1.0,0.0,0.0,S26a
54.999999999998295,1358.5,1105.0,10460.4,23749.48,219.02,372.38,51.1,46.12,1339.31,1.0,0.0,0.0,S26a
54.999999999998295,1358.5,1105.0,9500.1,21615.99,201.21,383.39,51.1,47.25,1339.33,1.0,0.0,0.0,S26a
54.999999999998295,1358.5,1105.0,9602.13,21866.52,73.22,370.86,51.1,50.39,1339.25,1.0,0.0,0.0,S26a
54.999999999998295,1358.5,1105.0,9212.68,21857.13,75.86,382.66,51.1,47.95,1339.46,1.0,0.0,0.0,S26a
54.999999999998295,1369.5,1118.0,9563.55,21769.82,75.36,374.64,50.8,30.72,1054.14,0.0,0.0,0.0,S26a
54.999999999998295,1369.5,1118.0,9155.71,21339.86,74.67,371.41,50.8,26.79,1054.21,0.0,0.0,0.0,S26a
54.999999999998295,1369.5,1118.0,12121.05,27614.72,76.49,376.38,50.8,26.58,1054.15,0.0,0.0,0.0,S26a
54.999999999998295,1369.5,1118.0,12282.83,28176.32,128.25,293.91,50.8,31.68,1054.17,0.0,0.0,0.0,S26a
55.24999999999807,1386.0,1137.5,9793.32,23415.34,73.43,384.19,51.6,133.7,2015.04,0.0,0.0,0.0,S26a
55.24999999999807,1386.0,1137.5,12251.65,28133.41,115.97,320.44,51.6,131.41,2015.19,0.0,0.0,0.0,S26a
55.24999999999807,1386.0,1137.5,12552.82,28404.24,115.29,384.43,51.6,131.84,2015.24,0.0,0.0,0.0,S26a
55.24999999999807,1386.0,1137.5,12388.94,28214.46,77.0,368.97,51.6,132.7,2015.18,0.0,0.0,0.0,S26a
55.24999999999807,1408.0,1163.5,12377.41,28215.53,77.14,374.29,54.8,135.73,2015.24,0.0,0.0,0.0,S26a
55.24999999999807,1408.0,1163.5,12387.08,28201.46,75.21,383.35,54.8,136.58,2015.27,0.0,0.0,0.0,S26a
55.24999999999807,1408.0,1163.5,12378.34,28200.21,77.49,373.7,54.8,135.21,2015.15,0.0,0.0,0.0,S26a
55.24999999999807,1408.0,1163.5,12379.99,28202.52,77.95,374.28,54.8,132.7,2015.05,0.0,0.0,0.0,S26a
55.24999999999807,1408.0,1163.5,12376.32,28204.93,75.2,372.66,54.8,135.76,2015.21,0.0,0.0,0.0,S26a
55.24999999999807,1408.0,1163.5,9745.41,22192.45,74.81,373.44,54.8,133.25,2015.25,0.0,0.0,0.0,S26a
55.24999999999807,1424.5,1183.0,5202.13,11846.18,76.69,374.34,55.2,138.08,2015.07,0.0,0.0,0.0,S26a
55.24999999999807,1424.5,1183.0,9698.62,22095.04,74.49,374.8,55.2,136.96,2015.14,0.0,0.0,0.0,S26a
55.24999999999807,1424.5,1183.0,5203.24,11860.15,77.96,373.91,55.2,135.47,2015.05,0.0,0.0,0.0,S26a
55.24999999999807,1424.5,1183.0,5205.09,11849.39,74.66,371.49,55.2,131.74,2015.1,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5195.01,11825.78,75.76,267.46,55.0,133.56,973.51,0.0,0.0,0.0,S26a
55.24999999999807,1523.5,1196.0,5197.19,11821.61,77.18,267.73,55.0,134.07,973.53,0.0,0.0,0.0,S26a
